Cycle_3
29.0
27.0
28.0
30.0
28.0
35.0
28.0
33.0
30.0
28.0
29.0
31.0
26.0
42.0
31.0
25.0
27.0
33.0
31.0
28.0
33.0
35.0
29.0
29.0
29.0
27.0
30.0
40.0
25.0
28.0
32.0
23.0
31.0
28.0
27.0
21.0
24.0
51.0
36.0
31.0
25.0
27.0
29.0
37.0
26.0
32.0
30.0
30.0
27.0
25.0
31.0
39.0
31.0
34.0
30.0
28.0
27.0
28.0
26.0
27.0
28.0
27.0
29.0
36.0
26.0
25.0
28.0
26.0
34.0
26.0
27.0
27.0
30.0
26.0
25.0
28.0
32.0
26.0
28.0
28.0
28.0
30.0
24.0
29.0
28.0
32.0
26.0
29.0
28.0
29.0
32.0
28.0
28.0
28.0
32.0
31.0
24.0
30.0
36.0
30.0
32.0
35.0
35.0
36.0
30.0
30.0
36.0
38.0
28.0
36.0
28.0
32.0
26.0
37.0
26.0
29.0
29.0
41.0
25.0
26.0
42.0
26.0
28.0
26.0
28.0
37.0
21.0
26.0
31.0
28.0
27.0
27.0
27.0
26.0
29.0
32.0
33.0
30.0
25.0
33.0
32.0
26.0
33.0
36.0
28.0
30.0
28.0
26.0
28.0
31.0
35.0
36.0
28.0
28.0
28.0
26.0
28.0
27.0
28.0
25.0
27.0
27.0
31.0
30.0
25.0
29.0
26.0
25.0
29.0
27.0
28.0
26.0
25.0
30.0
28.0
29.0
34.0
28.0
31.0
25.0
26.0
29.0
26.0
24.0
27.0
27.0
32.0
26.0
30.0
32.0
24.0
29.0
36.0
28.0
29.0
29.0
32.0
35.0
29.0
25.0
38.0
38.0
25.0
26.0
30.0
30.0
31.0
26.0
27.0
29.0
24.0
25.0
30.0
27.0
29.0
29.0
32.0
31.0
29.0
31.0
40.0
30.0
28.0
26.0
33.0
26.0
30.0
31.0
25.0
24.0
32.0
28.0
28.0
27.0
29.0
30.0
32.0
31.0
39.0
26.0
27.0
28.0
26.0
28.0
28.0
28.0
30.0
30.0
26.0
25.0
32.0
31.0
28.0
32.0
29.0
31.0
28.0
40.0
38.0
28.0
21.0
38.0
38.0
25.0
28.0
30.0
27.0
28.0
27.0
37.0
27.0
29.0
28.0
30.0
32.0
34.0
29.0
31.0
29.0
24.0
29.0
26.0
23.0
26.0
29.0
36.0
27.0
29.0
28.0
26.0
30.0
26.0
28.0
26.0
31.0
26.0
32.0
28.0
27.0
28.0
29.0
29.0
31.0
28.0
32.0
33.0
35.0
29.0
27.0
29.0
29.0
32.0
32.0
33.0
25.0
27.0
27.0
29.0
27.0
28.0
29.0
25.0
28.0
27.0
32.0
31.0
28.0
25.0
25.0
33.0
26.0
27.0
30.0
27.0
29.0
24.0
29.0
25.0
38.0
27.0
29.0
39.0
25.0
26.0
37.0
38.0
23.0
26.0
26.0
28.0
31.0
24.0
23.0
38.0
26.0
25.0
28.0
29.0
33.0
30.0
25.0
27.0
26.0
39.0
29.0
26.0
26.0
33.0
34.0
29.0
27.0
32.0
25.0
25.0
26.0
31.0
26.0
29.0
25.0
27.0
27.0
29.0
24.0
25.0
28.0
34.0
26.0
30.0
36.0
25.0
33.0
32.0
29.0
33.0
27.0
28.0
34.0
26.0
29.0
29.0
27.0
32.0
29.0
28.0
26.0
25.0
25.0
32.0
30.0
24.0
29.0
28.0
27.0
31.0
26.0
35.0
25.0
31.0
30.0
32.0
36.0
24.0
34.0
37.0
31.0
43.0
30.0
25.0
26.0
27.0
40.0
27.0
27.0
25.0
29.0
30.0
28.0
29.0
27.0
29.0
28.0
28.0
26.0
26.0
34.0
33.0
26.0
38.0
26.0
29.0
28.0
35.0
31.0
33.0
30.0
29.0
28.0
32.0
33.0
32.0
27.0
34.0
31.0
29.0
28.0
26.0
31.0
29.0
24.0
30.0
26.0
27.0
41.0
32.0
26.0
26.0
28.0
25.0
29.0
26.0
28.0
35.0
38.0
28.0
26.0
40.0
30.0
31.0
26.0
32.0
25.0
38.0
33.0
27.0
29.0
23.0
25.0
32.0
27.0
23.0
28.0
18.0
27.0
28.0
28.0
23.0
28.0
27.0
33.0
25.0
29.0
28.0
28.0
26.0
31.0
25.0
27.0
30.0
26.0
39.0
28.0
23.0
27.0
31.0
28.0
31.0
32.0
31.0
30.0
30.0
31.0
32.0
30.0
35.0
28.0
27.0
27.0
33.0
28.0
27.0
32.0
30.0
24.0
28.0
26.0
26.0
29.0
29.0
31.0
25.0
26.0
28.0
25.0
29.0
32.0
38.0
25.0
28.0
38.0
28.0
28.0
30.0
30.0
28.0
25.0
27.0
27.0
30.0
27.0
26.0
34.0
27.0
28.0
28.0
27.0
28.0
27.0
27.0
23.0
28.0
28.0
30.0
25.0
29.0
27.0
25.0
27.0
26.0
34.0
27.0
28.0
30.0
33.0
30.0
27.0
27.0
29.0
32.0
32.0
32.0
29.0
25.0
29.0
30.0
35.0
37.0
28.0
29.0
29.0
26.0
